SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,CREDIT_INCOME_PERCENT,ANNUITY_INCOME_PERCENT,CREDIT_TERM,DAYS_EMPLOYED_PERCENT,NB_PREVIOUS_APPLICATION,APPROVED_RATE_PREVIOUS
322846,Cash loans,M,Y,N,0,180000.0,1800000.0,56002.5,1800000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.0145199999999999,20784,-5663,-3813.0,-4002,4.0,1,1,0,1,1,0,Core staff,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,Legal Services,0.5272567142098071,0.6292155868551098,0.5388627065779676,0.0722,0.0381,0.9811,0.7756,,0.02,0.1552,0.2083,0.125,0.0775,0.0588,0.087,,0.0377,0.0735,0.0,0.9791,0.7256,,0.0,0.1379,0.1667,0.0417,0.0721,0.0643,0.0468,,0.0248,0.0729,0.0381,0.9791,0.7786,,0.0,0.1379,0.1667,0.125,0.0762,0.0599,0.0768,,0.0282,reg oper account,block of flats,0.0519,Panel,No,1.0,0.0,1.0,0.0,-1646.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.311125,0.0311125,-0.27246920708237105,2.0,1.0
238457,Cash loans,F,N,Y,0,148500.0,531706.5,22657.5,459000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.01885,21208,365243,-894.0,-4387,,1,0,0,1,0,1,,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,XNA,0.6587707844546365,0.1738941135514619,0.4241303111942548,0.1155,0.0755,0.9836,0.7756,0.0262,0.12,0.0862,0.4792,,0.0401,,0.1211,0.0,0.0,0.084,0.0319,0.9831,0.7779,0.022,0.0806,0.0345,0.3333,,0.0094,,0.0913,0.0,0.0,0.1166,0.0755,0.9836,0.7786,0.0264,0.12,0.0862,0.4792,,0.0408,,0.1233,0.0,0.0,,block of flats,0.0856,"Stone, brick",No,0.0,0.0,0.0,0.0,-548.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,3.5805151515151517,0.1525757575757576,0.04261279484076271,17.221944549226706,7.0,1.0
191850,Cash loans,M,N,Y,0,202500.0,539100.0,27652.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018801,20606,-4652,-8290.0,-1066,,1,1,0,1,0,0,Laborers,1.0,2,2,SATURDAY,9,0,0,0,0,0,0,Electricity,,0.5488074844251004,0.722392890081304,0.0,,0.9767,,,,0.1724,0.1667,,,,0.0651,,,0.0,,0.9767,,,,0.1724,0.1667,,,,0.0678,,,0.0,,0.9767,,,,0.1724,0.1667,,,,0.0662,,,,block of flats,0.0512,Panel,No,0.0,0.0,0.0,0.0,-458.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.6622222222222223,0.13655555555555557,0.05129382303839733,-0.2257594875279045,2.0,1.0
200697,Cash loans,F,N,Y,0,175680.0,229500.0,23643.0,229500.0,Unaccompanied,State servant,Secondary / secondary special,Widow,House / apartment,0.0196889999999999,18631,-636,-5940.0,-2176,,1,1,0,1,0,1,Core staff,1.0,2,2,MONDAY,10,0,0,0,0,0,0,Kindergarten,0.7867860406238592,0.6702136149450626,0.5460231970049609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-394.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,1.3063524590163935,0.13457991803278688,0.10301960784313725,-0.03413665396382373,11.0,0.75
253708,Cash loans,F,Y,Y,1,337500.0,752553.0,32013.0,598500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.032561,15924,-5482,-3894.0,-4701,2.0,1,1,0,1,0,1,Realty agents,3.0,1,1,FRIDAY,12,0,0,0,0,0,0,Self-employed,0.4369890348917708,0.6976416513746925,0.2567055724393002,0.3057,0.1226,0.9846,0.7892,,0.3,0.2414,0.4792,0.5208,0.0362,,0.3255,,0.0168,0.1155,0.0536,0.9816,0.7583,,0.0806,0.0345,0.3333,0.375,0.019,,0.1143,,0.0087,0.3086,0.1226,0.9846,0.792,,0.3,0.2414,0.4792,0.5208,0.0368,,0.3313,,0.0171,reg oper account,block of flats,0.4312,"Stone, brick",No,0.0,0.0,0.0,0.0,-1125.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.2297866666666666,0.09485333333333333,0.04253919657485918,-0.34426023612157747,1.0,1.0
453412,Cash loans,F,N,N,0,112500.0,331920.0,18004.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.00963,15334,-1107,-4436.0,-4402,,1,1,1,1,1,0,,1.0,2,2,TUESDAY,15,0,0,0,0,1,1,Other,0.3835302069994157,0.3464012484764718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-323.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.9504,0.16004,0.05424349240780911,-0.07219251336898395,7.0,0.6
274690,Cash loans,M,Y,Y,0,195750.0,391500.0,21366.0,391500.0,"Spouse, partner",Working,Higher education,Married,House / apartment,0.018634,19627,-5407,-7122.0,-3074,9.0,1,1,1,1,0,0,Drivers,2.0,2,2,FRIDAY,11,0,0,0,0,1,1,Self-employed,0.4458573644077612,0.2462819814243492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1899.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2.0,0.10914942528735633,0.054574712643678164,-0.2754878483721404,5.0,1.0
376633,Cash loans,F,N,Y,0,270000.0,423000.0,27058.5,423000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.0228,8696,-1139,-1270.0,-1375,,1,1,1,1,0,0,Core staff,1.0,2,2,SUNDAY,15,0,0,0,0,1,1,Bank,,0.4513749418078067,0.4170996682522097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-923.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.5666666666666667,0.10021666666666666,0.06396808510638298,-0.1309797608095676,3.0,1.0
444835,Cash loans,M,N,Y,0,112500.0,364896.0,23319.0,315000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,16076,-1120,-8406.0,-5025,,1,1,1,1,1,0,Drivers,1.0,2,2,TUESDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.2518770396779223,0.6785676886853644,0.1443,,0.9851,,,0.16,0.1379,0.3333,,,,0.071,,,0.1471,,0.9851,,,0.1611,0.1379,0.3333,,,,0.074,,,0.1457,,0.9851,,,0.16,0.1379,0.3333,,,,0.0723,,,,block of flats,0.1069,Panel,No,0.0,0.0,0.0,0.0,-889.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,3.24352,0.20728,0.06390588003157063,-0.06966907190843494,1.0,1.0
412470,Cash loans,M,N,Y,2,157500.0,848745.0,46174.5,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.006629,12899,-2925,-428.0,-4543,,1,1,1,1,1,0,Security staff,4.0,2,2,THURSDAY,4,0,0,0,0,0,0,Trade: type 7,,0.3723657563304825,0.7062051096536562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-316.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,5.388857142857143,0.2931714285714286,0.0544032659986215,-0.2267617644778665,3.0,1.0
307708,Cash loans,M,N,Y,1,135000.0,711000.0,23067.0,562500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,18701,-7565,-245.0,-2124,,1,1,0,1,0,0,Laborers,3.0,2,2,THURSDAY,16,0,0,0,0,0,0,Construction,0.6524761731825911,0.5136001642195136,0.6817058776720116,0.066,0.0282,0.9757,0.6668,0.0078,0.0,0.1379,0.1667,,0.0577,,0.0509,,,0.0672,0.0292,0.9757,0.6798,0.0078,0.0,0.1379,0.1667,,0.059,,0.053,,,0.0666,0.0282,0.9757,0.6713,0.0078,0.0,0.1379,0.1667,,0.0587,,0.0518,,,org spec account,block of flats,0.0603,"Stone, brick",No,8.0,0.0,8.0,0.0,-971.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,5.266666666666667,0.17086666666666667,0.03244303797468354,-0.4045238222554944,2.0,1.0
287474,Cash loans,F,N,Y,0,112500.0,517266.0,28188.0,387000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,11558,-3981,-11558.0,-986,,1,1,0,1,1,0,Sales staff,2.0,2,2,TUESDAY,9,0,0,0,0,1,1,Self-employed,0.3286394630423619,0.3741050238013868,0.4329616670974407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-706.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,4.59792,0.25056,0.054494206075790794,-0.3444367537636269,4.0,1.0
189262,Cash loans,F,N,Y,0,148500.0,177768.0,14044.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,12017,-5234,-522.0,-4592,,1,1,0,1,0,0,Sales staff,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,Self-employed,0.3840674707111443,0.6838585684037854,0.6674577419214722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.197090909090909,0.09457575757575758,0.07900465775617659,-0.43554963801281515,2.0,1.0
102221,Cash loans,F,N,N,0,157500.0,522396.0,29299.5,472500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,16002,-2736,-8276.0,-2845,,1,1,0,1,0,0,Managers,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,Self-employed,0.7017342549166703,0.587544827229703,0.4578995512067301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2555.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,3.3168,0.18602857142857143,0.05608676176693543,-0.17097862767154107,4.0,1.0
414275,Cash loans,F,N,Y,2,247500.0,1572750.0,48946.5,1350000.0,Family,Commercial associate,Incomplete higher,Married,House / apartment,0.011703,13466,-1339,-5487.0,-123,,1,1,0,1,1,1,,4.0,2,2,MONDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.7871017195465119,0.7343628518509218,0.4848514754962666,0.1485,0.0,0.9881,0.8368,,0.16,0.1379,0.3333,0.375,0.0689,0.0,0.1725,0.0,0.0019,0.1513,0.0,0.9881,0.8432,,0.1611,0.1379,0.3333,0.375,0.0705,0.0,0.1797,0.0,0.002,0.1499,0.0,0.9881,0.8390000000000001,,0.16,0.1379,0.3333,0.375,0.0701,0.0,0.1756,0.0,0.0019,reg oper account,block of flats,0.1568,Panel,No,0.0,0.0,0.0,0.0,-2153.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.3545454545454545,0.19776363636363636,0.031121602288984262,-0.09943561562453587,6.0,1.0
140402,Cash loans,F,N,Y,0,247500.0,706500.0,22918.5,706500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,21610,365243,-5040.0,-5040,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,XNA,0.8429016360817541,0.6471131568167311,0.7194907850918436,0.0825,0.1027,0.9886,,,,0.1379,0.1667,,0.0758,,0.0845,,,0.084,0.1066,0.9886,,,,0.1379,0.1667,,0.0775,,0.088,,,0.0833,0.1027,0.9886,,,,0.1379,0.1667,,0.0771,,0.086,,,,block of flats,0.0664,Panel,No,3.0,0.0,3.0,0.0,-2115.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,2.8545454545454545,0.0926,0.03243949044585987,16.9015733456733,23.0,0.6
296264,Cash loans,F,N,N,0,157500.0,257391.0,26505.0,238500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.00496,18664,365243,-8576.0,-2171,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,XNA,0.6020870839389955,0.6285419011111855,0.6738300778602003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1529.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,1.6342285714285714,0.1682857142857143,0.10297562851847966,19.569384912130303,4.0,1.0
240046,Cash loans,F,N,Y,0,135000.0,294435.0,12505.5,207000.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.010006,19320,365243,-1532.0,-1548,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,12,0,0,0,0,0,0,XNA,,0.5899327306264152,0.5424451438613613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-962.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,2.181,0.09263333333333333,0.0424728717713587,18.90491718426501,2.0,1.0
399525,Cash loans,F,N,N,1,135000.0,522396.0,33516.0,472500.0,"Spouse, partner",Working,Higher education,Married,With parents,0.022625,10922,-1071,-4819.0,-3095,,1,1,0,1,0,0,Core staff,3.0,2,2,FRIDAY,16,0,0,0,1,1,0,Trade: type 7,0.6631385749043373,0.7250952891020698,0.4794489811780563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.0,11.0,1.0,-956.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,3.8696,0.24826666666666666,0.06415822479498312,-0.09805896355978759,3.0,0.5
274142,Cash loans,F,Y,Y,1,90000.0,260640.0,26838.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,15569,-2098,-2756.0,-3357,18.0,1,1,1,1,0,0,Sales staff,3.0,3,3,SUNDAY,10,0,0,0,0,1,1,Business Entity Type 3,0.3237687299992878,0.3128352419279635,0.7062051096536562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2196.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.896,0.2982,0.10296961325966851,-0.13475496178303037,6.0,1.0
179191,Cash loans,F,Y,Y,2,162000.0,328405.5,26077.5,283500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,12942,-1959,-3589.0,-3663,6.0,1,1,0,1,1,0,Accountants,4.0,2,2,THURSDAY,15,0,0,0,0,0,0,Business Entity Type 2,0.3368151251735353,0.6385681961811107,0.1940678276718812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1053.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,2.0271944444444445,0.1609722222222222,0.07940640458214007,-0.15136764024107557,11.0,0.5
175573,Cash loans,F,N,N,0,112500.0,270000.0,15498.0,270000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010276,10317,-193,-5127.0,-2990,,1,1,0,1,0,0,High skill tech staff,2.0,2,2,TUESDAY,16,0,0,0,0,0,0,Trade: type 3,0.4767914823564264,0.6376996583036593,0.4135967602644276,0.0933,0.0008,0.9831,0.7688,0.0237,0.04,0.0345,0.3333,0.375,0.0114,0.0761,0.0776,0.0,0.0,0.0945,0.0,0.9826,0.7713,0.0238,0.0403,0.0345,0.3333,0.375,0.0116,0.0826,0.0801,0.0,0.0,0.0942,0.0008,0.9831,0.7719,0.0238,0.04,0.0345,0.3333,0.375,0.0116,0.0774,0.079,0.0,0.0,reg oper account,block of flats,0.0735,Panel,No,2.0,1.0,2.0,1.0,-1179.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,2.4,0.13776,0.0574,-0.018706988465639236,2.0,1.0
127309,Cash loans,F,Y,Y,0,157500.0,495000.0,26851.5,495000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.007114,15783,-1022,-9860.0,-4534,8.0,1,1,0,1,1,0,Sales staff,2.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Trade: type 7,0.8747905629692267,0.2516710646874157,,0.0124,,0.9687,,,,0.069,0.0417,,0.0279,,0.0081,,0.0,0.0126,,0.9687,,,,0.069,0.0417,,0.0285,,0.0085,,0.0,0.0125,,0.9687,,,,0.069,0.0417,,0.0284,,0.0083,,0.0,,block of flats,0.0069,"Stone, brick",Yes,3.0,0.0,3.0,0.0,-868.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3.142857142857143,0.1704857142857143,0.05424545454545455,-0.06475321548501552,1.0,1.0
213240,Cash loans,F,N,Y,2,112500.0,199152.0,10309.5,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,16765,-7032,-6153.0,-313,,1,1,0,1,0,0,Laborers,4.0,2,2,MONDAY,11,0,0,0,0,0,0,Business Entity Type 1,0.4741460184745872,0.5651608637063045,0.722392890081304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1875.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.77024,0.09164,0.05176699204627621,-0.4194452728899493,3.0,1.0
294236,Cash loans,F,N,Y,0,270000.0,599778.0,30753.0,477000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,14301,-1028,-564.0,-5686,,1,1,0,1,0,0,Laborers,2.0,3,2,FRIDAY,10,0,0,0,0,0,0,Self-employed,0.6666148631870817,0.3242217953277168,0.1986200451074864,0.0619,0.0627,0.9791,0.7144,0.0278,0.0,0.1379,0.1667,0.2083,0.0446,0.0504,0.0543,0.0,0.0,0.063,0.065,0.9791,0.7256,0.0281,0.0,0.1379,0.1667,0.2083,0.0456,0.0551,0.0566,0.0,0.0,0.0625,0.0627,0.9791,0.7182,0.028,0.0,0.1379,0.1667,0.2083,0.0454,0.0513,0.0553,0.0,0.0,reg oper account,block of flats,0.0579,Panel,No,1.0,1.0,1.0,1.0,-1116.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.2214,0.1139,0.05127397136940668,-0.07188308509894413,16.0,0.7692307692307693
125817,Cash loans,M,Y,Y,0,675000.0,495972.0,27036.0,414000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.072508,11880,-2093,-3568.0,-2219,3.0,1,1,0,1,0,0,Managers,2.0,1,1,TUESDAY,18,0,0,0,0,0,0,Business Entity Type 3,,0.7229936963407719,0.6144143775673561,0.134,0.0561,0.9945,0.9252,0.2092,0.16,0.069,0.6667,0.7083,0.0,0.1093,0.0826,0.0,0.0284,0.1366,0.0582,0.9945,0.9281,0.2111,0.1611,0.069,0.6667,0.7083,0.0,0.1194,0.086,0.0,0.0301,0.1353,0.0561,0.9945,0.9262,0.2106,0.16,0.069,0.6667,0.7083,0.0,0.1112,0.0841,0.0,0.029,reg oper account,block of flats,0.1144,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.7347733333333333,0.04005333333333334,0.054511141758002465,-0.17617845117845118,9.0,0.8888888888888888
309855,Cash loans,F,N,Y,0,103500.0,266652.0,16443.0,202500.0,Unaccompanied,State servant,Higher education,Widow,House / apartment,0.01885,16522,-4816,-5350.0,-73,,1,1,1,1,1,0,,1.0,2,2,FRIDAY,16,0,0,0,0,1,1,Medicine,,0.532309886354606,0.7726311345553628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,8.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.5763478260869563,0.15886956521739132,0.06166464155528554,-0.2914901343662995,4.0,0.75
230216,Cash loans,F,N,Y,0,103500.0,285723.0,22239.0,238500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.0084739999999999,21640,365243,-1566.0,-2870,,1,0,0,1,0,1,,2.0,2,2,WEDNESDAY,18,0,0,0,0,0,0,XNA,0.7435631645596231,0.3332109887835582,0.2837118826350007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-260.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.760608695652174,0.2148695652173913,0.0778341260591552,16.87814232902033,1.0,1.0
405410,Cash loans,F,N,Y,1,211500.0,440784.0,34956.0,360000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.020713,19966,-2980,-4348.0,-3493,,1,1,0,1,0,0,Core staff,2.0,3,2,FRIDAY,6,0,0,0,0,0,0,Business Entity Type 3,,0.2362910131174375,0.0459922417553027,0.033,0.0053,0.9722,0.6192,0.0028,0.0,0.069,0.125,0.1667,0.0457,0.0269,0.0258,0.0,0.0,0.0336,0.0055,0.9722,0.6341,0.0028,0.0,0.069,0.125,0.1667,0.0467,0.0294,0.0269,0.0,0.0,0.0333,0.0053,0.9722,0.6243,0.0028,0.0,0.069,0.125,0.1667,0.0465,0.0274,0.0263,0.0,0.0,reg oper account,block of flats,0.0218,"Stone, brick",No,7.0,1.0,7.0,0.0,-1383.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,2.084085106382979,0.16527659574468084,0.07930414897092454,-0.14925373134328357,8.0,0.6666666666666666
